rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.5614400000449676e-05,9.153219999916473e-05,0.00593937899999969,14.376,5.644,3.31
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.5360199998885947e-05,8.858679999502783e-05,0.006207956799999465,14.198,5.48,3.338
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.527699999836841e-05,8.79595999981575e-05,0.006696203200001264,13.314,5.436,3.344
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.588360000004286e-05,9.341400000016619e-05,0.00686169440000208,13.652,5.36,3.302
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.5163999998312648e-05,9.009339999761323e-05,0.006965980000001309,13.628,5.852,3.408
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.5439599997980622e-05,8.936579999726746e-05,0.006382746599997062,14.366,5.588,3.344
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.6695999999219567e-05,9.377199999744334e-05,0.006063259000000699,13.874,5.784,3.366
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.589860000216504e-05,8.643900000447502e-05,0.006868228599995064,14.264,5.142,3.354
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.6033599995798795e-05,9.080359999597931e-05,0.006784565199996677,14.212,5.54,3.334
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.64614000018355e-05,8.903680000298663e-05,0.005885190600000896,14.424,5.322,3.346
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.4894399999539018e-05,6.0190999998212645e-05,0.006560796600001595,14.456,14.456,3.316
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,2.5230200005353253e-05,9.209860000896697e-05,0.005804717199999913,13.936,10.608,3.352
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.2275799998833466e-05,0.0001803873999976986,0.008199023199997327,13.772,8.95,3.318
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.838499999778833e-05,0.00017195899999933317,0.008006539199999907,13.75,7.508,3.34
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.802580000069611e-05,0.00017967440000006717,0.008538108399998919,12.46,6.17,3.374
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.3625400001701565e-05,0.00019176679999964108,0.009149361400000089,14.644,5.748,3.334
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.199280000170802e-05,0.00017380600000001324,0.008508747600002834,13.322,5.41,3.326
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.024539999909393e-05,0.00017663719999836758,0.007471048399997244,13.9,5.418,3.284
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.960100000335842e-05,0.00016812980000622702,0.008375918799998317,14.064,5.26,3.346
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.420080000386406e-05,0.00017468120000194176,0.009453832000001739,14.116,5.03,3.348
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.958380000017314e-05,0.00017725220000124864,0.00708888200000115,13.582,5.32,3.332
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.0820800006031275e-05,0.0001767372000031173,0.008025839599997198,13.728,5.038,3.32
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.097180000189837e-05,0.00017539280000096369,0.008108575599999312,13.966,5.156,3.39
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.9764799998920354e-05,0.0001596130000029916,0.008551638599999705,13.828,5.05,3.338
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.9118799996685996e-05,0.00016199639999535975,0.008017210200003774,13.632,5.006,3.302
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.138179999949898e-05,0.00022569420000104402,0.00852023559999816,13.742,5.308,3.388
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.8138600001957454e-05,0.00015384580000250025,0.008173391399999445,13.266,4.838,3.328
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.333000000315224e-05,0.00017374440000412505,0.009086255999997548,13.69,4.886,3.314
rlrange=50,sigma2=10
